session_id,scenario,source_ip,start_time,end_time,duration_min,alert_count,max_phase_gt,max_phase_pred,is_multi_phase,risk_score,risk_level,status,recommended_action
harrison-10.237.2.255-1644211970,harrison,10.237.2.255,1644211970,1644211990,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644215096,harrison,10.237.2.255,1644215096,1644256381,688.1,2665,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644258349,harrison,10.237.2.255,1644258349,1644260487,35.6,45,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644262653,harrison,10.237.2.255,1644262653,1644262673,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644265769,harrison,10.237.2.255,1644265769,1644267865,34.9,30,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644269893,harrison,10.237.2.255,1644269893,1644269913,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644273513,harrison,10.237.2.255,1644273513,1644273534,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644277134,harrison,10.237.2.255,1644277134,1644277154,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644280754,harrison,10.237.2.255,1644280754,1644280774,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644284374,harrison,10.237.2.255,1644284374,1644284394,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644287994,harrison,10.237.2.255,1644287994,1644288014,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644291614,harrison,10.237.2.255,1644291614,1644291634,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644295235,harrison,10.237.2.255,1644295235,1644295255,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644297485,harrison,10.237.2.255,1644297485,1644300044,42.6,90,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644301859,harrison,10.237.2.255,1644301859,1644318131,271.2,1394,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644320180,harrison,10.237.2.255,1644320180,1644339406,320.4,1121,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644342302,harrison,10.237.2.255,1644342302,1644342322,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644345923,harrison,10.237.2.255,1644345923,1644346998,17.9,18,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644349543,harrison,10.237.2.255,1644349543,1644353269,62.1,108,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644356784,harrison,10.237.2.255,1644356784,1644356804,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644360404,harrison,10.237.2.255,1644360404,1644360424,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-10.237.2.255-1644364024,harrison,10.237.2.255,1644364024,1644364044,0.3,6,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643933341,harrison,172.28.192.7,1643933341,1643933496,2.6,20,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643936480,harrison,172.28.192.7,1643936480,1643937096,10.3,4,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643951496,harrison,172.28.192.7,1643951496,1643952816,22.0,4,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643958030,harrison,172.28.192.7,1643958030,1643958697,11.1,43,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-172.28.192.7-1643964596,harrison,172.28.192.7,1643964596,1643965897,21.7,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643969385,harrison,172.28.192.7,1643969385,1643981268,198.1,577,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643983910,harrison,172.28.192.7,1643983910,1643995097,186.4,502,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1643998058,harrison,172.28.192.7,1643998058,1643998310,4.2,13,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644000510,harrison,172.28.192.7,1644000510,1644001910,23.3,13,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644045111,harrison,172.28.192.7,1644045111,1644056725,193.6,541,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644059511,harrison,172.28.192.7,1644059511,1644067352,130.7,276,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644075731,harrison,172.28.192.7,1644075731,1644091924,269.9,467,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644127924,harrison,172.28.192.7,1644127924,1644161133,553.5,1532,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644224498,harrison,172.28.192.7,1644224498,1644255178,511.3,1098,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.7-1644304638,harrison,172.28.192.7,1644304638,1644333973,488.9,1220,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1643951176,harrison,172.28.192.97,1643951176,1643952816,27.3,39,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1643954776,harrison,172.28.192.97,1643954776,1643955355,9.7,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1643958376,harrison,172.28.192.97,1643958376,1643962323,65.8,167,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1643964137,harrison,172.28.192.97,1643964137,1643991423,454.8,2328,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1643994387,harrison,172.28.192.97,1643994387,1643996146,29.3,49,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644044788,harrison,172.28.192.97,1644044788,1644045217,7.2,16,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644047961,harrison,172.28.192.97,1644047961,1644048421,7.7,37,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644050630,harrison,172.28.192.97,1644050630,1644070167,325.6,1837,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644072014,harrison,172.28.192.97,1644072014,1644084405,206.5,655,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644086299,harrison,172.28.192.97,1644086299,1644089774,57.9,79,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644124005,harrison,172.28.192.97,1644124005,1644151301,454.9,1845,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644153916,harrison,172.28.192.97,1644153916,1644166223,205.1,472,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644168316,harrison,172.28.192.97,1644168316,1644173715,90.0,185,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644218717,harrison,172.28.192.97,1644218717,1644249041,505.4,2647,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644254125,harrison,172.28.192.97,1644254125,1644258331,70.1,341,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644260809,harrison,172.28.192.97,1644260809,1644261928,18.6,13,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644308728,harrison,172.28.192.97,1644308728,1644341140,540.2,2755,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.192.97-1644344740,harrison,172.28.192.97,1644344740,1644345836,18.3,13,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1643932807,harrison,172.28.255.254,1643932807,1643961592,479.8,111,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1643997231,harrison,172.28.255.254,1643997231,1643997610,6.3,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644054254,harrison,172.28.255.254,1644054254,1644055206,15.9,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644127210,harrison,172.28.255.254,1644127210,1644128720,25.2,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644130769,harrison,172.28.255.254,1644130769,1644130785,0.3,2,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644300939,harrison,172.28.255.254,1644300939,1644300939,0.0,3,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644342302,harrison,172.28.255.254,1644342302,1644344555,37.5,3,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644355540,harrison,172.28.255.254,1644355540,1644357099,26.0,3,,,False,0,BENIGN,MONITORED,No action required
harrison-172.28.255.254-1644359140,harrison,172.28.255.254,1644359140,1644364576,90.6,6,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.128.1-1643932807,harrison,192.168.128.1,1643932807,1644316514,6395.1,61359,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.128.1-1644320107,harrison,192.168.128.1,1644320107,1644325773,94.4,998,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.128.1-1644327702,harrison,192.168.128.1,1644327702,1644338162,174.3,824,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.128.1-1644343211,harrison,192.168.128.1,1644343211,1644363011,330.0,84,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1643932831,harrison,192.168.130.229,1643932831,1643933686,14.2,9,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1643936251,harrison,192.168.130.229,1643936251,1643936431,3.0,3,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1643939536,harrison,192.168.130.229,1643939536,1643939626,1.5,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1643946286,harrison,192.168.130.229,1643946286,1643955466,153.0,16,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1644184786,harrison,192.168.130.229,1644184786,1644184876,1.5,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1644195631,harrison,192.168.130.229,1644195631,1644195766,2.2,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1644306286,harrison,192.168.130.229,1644306286,1644307096,13.5,2,Exploitation,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.130.229-1644358486,harrison,192.168.130.229,1644358486,1644360286,30.0,3,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.109-1643932807,harrison,192.168.131.109,1643932807,1644311700,6314.9,47483,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643956039,harrison,192.168.131.215,1643956039,1643956041,0.0,12,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643965684,harrison,192.168.131.215,1643965684,1643969848,69.4,7,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1643972880,harrison,192.168.131.215,1643972880,1643973912,17.2,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643977723,harrison,192.168.131.215,1643977723,1643978497,12.9,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643980926,harrison,192.168.131.215,1643980926,1643981774,14.1,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643987881,harrison,192.168.131.215,1643987881,1643988566,11.4,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1643992009,harrison,192.168.131.215,1643992009,1643995940,65.5,7,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644002421,harrison,192.168.131.215,1644002421,1644003050,10.5,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644035118,harrison,192.168.131.215,1644035118,1644035118,0.0,10,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644059956,harrison,192.168.131.215,1644059956,1644060771,13.6,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644064132,harrison,192.168.131.215,1644064132,1644066163,33.9,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644069246,harrison,192.168.131.215,1644069246,1644070023,12.9,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644074952,harrison,192.168.131.215,1644074952,1644076469,25.3,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644089073,harrison,192.168.131.215,1644089073,1644090265,19.9,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644117154,harrison,192.168.131.215,1644117154,1644117154,0.0,10,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644143625,harrison,192.168.131.215,1644143625,1644144327,11.7,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644151706,harrison,192.168.131.215,1644151706,1644152601,14.9,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644172205,harrison,192.168.131.215,1644172205,1644175546,55.7,4,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644178385,harrison,192.168.131.215,1644178385,1644179694,21.8,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644192028,harrison,192.168.131.215,1644192028,1644192028,0.0,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644228346,harrison,192.168.131.215,1644228346,1644228525,3.0,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644232731,harrison,192.168.131.215,1644232731,1644235732,50.0,14,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644242486,harrison,192.168.131.215,1644242486,1644244024,25.6,3,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644268302,harrison,192.168.131.215,1644268302,1644269438,18.9,2,,,False,0,BENIGN,MONITORED,No action required
harrison-192.168.131.215-1644304580,harrison,192.168.131.215,1644304580,1644309428,80.8,424864,Installation,Installation,True,100,CRITICAL,ACTIVE,ISOLATE host + BLOCK 192.168.131.215
harrison-192.168.131.215-1644315788,harrison,192.168.131.215,1644315788,1644318805,50.3,3,Actions_on_Objectives,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644324074,harrison,192.168.131.215,1644324074,1644325773,28.3,23,,Reconnaissance,False,15,LOW,MONITORED,No action required
harrison-192.168.131.215-1644338410,harrison,192.168.131.215,1644338410,1644339038,10.5,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642724061,russellmitchell,10.143.0.103,1642724061,1642724316,4.2,19,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642745852,russellmitchell,10.143.0.103,1642745852,1642745852,0.0,4,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642830352,russellmitchell,10.143.0.103,1642830352,1642830353,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642904304,russellmitchell,10.143.0.103,1642904304,1642904304,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642982401,russellmitchell,10.143.0.103,1642982401,1642982401,0.0,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1642996624,russellmitchell,10.143.0.103,1642996624,1642996635,0.2,4,Reconnaissance,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1643017028,russellmitchell,10.143.0.103,1643017028,1643017029,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.103-1643032239,russellmitchell,10.143.0.103,1643032239,1643032239,0.0,2,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.35-1642723222,russellmitchell,10.143.0.35,1642723222,1642726417,53.2,9,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.35-1642736497,russellmitchell,10.143.0.35,1642736497,1642736677,3.0,3,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.35-1642745677,russellmitchell,10.143.0.35,1642745677,1642746442,12.8,4,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.0.35-1642996867,russellmitchell,10.143.0.35,1642996867,1642997677,13.5,2,Exploitation,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642726374,russellmitchell,10.143.2.4,1642726374,1642726457,1.4,4,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642744522,russellmitchell,10.143.2.4,1642744522,1642746795,37.9,28,,Reconnaissance,False,15,LOW,MONITORED,No action required
russellmitchell-10.143.2.4-1642752320,russellmitchell,10.143.2.4,1642752320,1642752320,0.0,7,,Exploitation,False,50,MEDIUM,ACTIVE,MONITOR IP 10.143.2.4
russellmitchell-10.143.2.4-1642761573,russellmitchell,10.143.2.4,1642761573,1642761593,0.3,7,,Exploitation,False,50,MEDIUM,ACTIVE,MONITOR IP 10.143.2.4
russellmitchell-10.143.2.4-1642774000,russellmitchell,10.143.2.4,1642774000,1642774000,0.0,3,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642831393,russellmitchell,10.143.2.4,1642831393,1642831394,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642933328,russellmitchell,10.143.2.4,1642933328,1642933329,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642954984,russellmitchell,10.143.2.4,1642954984,1642955447,7.7,4,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642972120,russellmitchell,10.143.2.4,1642972120,1642972440,5.3,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642982412,russellmitchell,10.143.2.4,1642982412,1642982412,0.0,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642984754,russellmitchell,10.143.2.4,1642984754,1642984754,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-10.143.2.4-1642996607,russellmitchell,10.143.2.4,1642996607,1642996788,3.0,10894,Installation,Installation,True,100,CRITICAL,ACTIVE,ISOLATE host + BLOCK 10.143.2.4
russellmitchell-10.143.2.4-1642999045,russellmitchell,10.143.2.4,1642999045,1642999086,0.7,27,Installation,Exploitation,False,50,MEDIUM,ACTIVE,MONITOR IP 10.143.2.4
russellmitchell-172.19.128.1-1642723209,russellmitchell,172.19.128.1,1642723209,1642724274,17.8,22,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642742642,russellmitchell,172.19.128.1,1642742642,1642748772,102.2,519,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642750767,russellmitchell,172.19.128.1,1642750767,1642750769,0.0,16,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642753290,russellmitchell,172.19.128.1,1642753290,1642753806,8.6,216,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642756444,russellmitchell,172.19.128.1,1642756444,1642767527,184.7,1162,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642769910,russellmitchell,172.19.128.1,1642769910,1642774498,76.5,296,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642776646,russellmitchell,172.19.128.1,1642776646,1642776646,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642779491,russellmitchell,172.19.128.1,1642779491,1642781680,36.5,424,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642786633,russellmitchell,172.19.128.1,1642786633,1642786817,3.1,40,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642790061,russellmitchell,172.19.128.1,1642790061,1642790364,5.0,80,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642793575,russellmitchell,172.19.128.1,1642793575,1642793576,0.0,40,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642796995,russellmitchell,172.19.128.1,1642796995,1642798247,20.9,24,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642800348,russellmitchell,172.19.128.1,1642800348,1642800349,0.0,24,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642825407,russellmitchell,172.19.128.1,1642825407,1642825408,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642830352,russellmitchell,172.19.128.1,1642830352,1642831394,17.4,52,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642834104,russellmitchell,172.19.128.1,1642834104,1642835710,26.8,65,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642837819,russellmitchell,172.19.128.1,1642837819,1642837891,1.2,32,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642840083,russellmitchell,172.19.128.1,1642840083,1642850061,166.3,891,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642851985,russellmitchell,172.19.128.1,1642851985,1642852724,12.3,41,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642854670,russellmitchell,172.19.128.1,1642854670,1642855706,17.3,70,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642858463,russellmitchell,172.19.128.1,1642858463,1642859756,21.6,360,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642862584,russellmitchell,172.19.128.1,1642862584,1642863828,20.7,104,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642867114,russellmitchell,172.19.128.1,1642867114,1642870622,58.5,218,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642873362,russellmitchell,172.19.128.1,1642873362,1642877416,67.6,120,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642884649,russellmitchell,172.19.128.1,1642884649,1642884649,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642901134,russellmitchell,172.19.128.1,1642901134,1642901134,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642904304,russellmitchell,172.19.128.1,1642904304,1642904304,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642906250,russellmitchell,172.19.128.1,1642906250,1642906250,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642908182,russellmitchell,172.19.128.1,1642908182,1642908182,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642911860,russellmitchell,172.19.128.1,1642911860,1642911860,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642919124,russellmitchell,172.19.128.1,1642919124,1642927851,145.4,663,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642931762,russellmitchell,172.19.128.1,1642931762,1642933329,26.1,388,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642936787,russellmitchell,172.19.128.1,1642936787,1642939409,43.7,248,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642941549,russellmitchell,172.19.128.1,1642941549,1642942909,22.7,168,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642945714,russellmitchell,172.19.128.1,1642945714,1642953040,122.1,944,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642955280,russellmitchell,172.19.128.1,1642955280,1642955280,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642957683,russellmitchell,172.19.128.1,1642957683,1642959493,30.2,120,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642961410,russellmitchell,172.19.128.1,1642961410,1642961802,6.5,232,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642967078,russellmitchell,172.19.128.1,1642967078,1642969119,34.0,426,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642971052,russellmitchell,172.19.128.1,1642971052,1642972243,19.9,32,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642982418,russellmitchell,172.19.128.1,1642982418,1642982418,0.0,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642984754,russellmitchell,172.19.128.1,1642984754,1642984754,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642992653,russellmitchell,172.19.128.1,1642992653,1642992653,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1642996607,russellmitchell,172.19.128.1,1642996607,1642996735,2.1,16,Installation,Reconnaissance,False,15,LOW,MONITORED,No action required
russellmitchell-172.19.128.1-1643000591,russellmitchell,172.19.128.1,1643000591,1643000591,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643003705,russellmitchell,172.19.128.1,1643003705,1643003705,0.0,8,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643007421,russellmitchell,172.19.128.1,1643007421,1643007421,0.0,10,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643011332,russellmitchell,172.19.128.1,1643011332,1643021020,161.5,1154,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643024578,russellmitchell,172.19.128.1,1643024578,1643027443,47.8,202,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643029311,russellmitchell,172.19.128.1,1643029311,1643030543,20.5,58,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643034616,russellmitchell,172.19.128.1,1643034616,1643036432,30.3,88,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643040930,russellmitchell,172.19.128.1,1643040930,1643042453,25.4,32,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643044348,russellmitchell,172.19.128.1,1643044348,1643048263,65.2,34,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643050991,russellmitchell,172.19.128.1,1643050991,1643051712,12.0,64,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.128.1-1643054420,russellmitchell,172.19.128.1,1643054420,1643058331,65.2,281,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642723201,russellmitchell,172.19.130.106,1642723201,1642723202,0.0,28,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642745303,russellmitchell,172.19.130.106,1642745303,1642746915,26.9,60,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642750602,russellmitchell,172.19.130.106,1642750602,1642750643,0.7,3,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642779491,russellmitchell,172.19.130.106,1642779491,1642779491,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642869191,russellmitchell,172.19.130.106,1642869191,1642869191,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642927331,russellmitchell,172.19.130.106,1642927331,1642927331,0.0,12,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642982477,russellmitchell,172.19.130.106,1642982477,1642982477,0.0,2,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.106-1642996624,russellmitchell,172.19.130.106,1642996624,1642996638,0.2,14,Reconnaissance,Reconnaissance,False,15,LOW,MONITORED,No action required
russellmitchell-172.19.130.106-1643045839,russellmitchell,172.19.130.106,1643045839,1643045839,0.0,14,,,False,0,BENIGN,MONITORED,No action required
russellmitchell-172.19.130.4-1642723347,russellmitchell,172.19.130.4,1642723347,1642723749,6.7,17,,,False,0,BENIGN,MONITORED,No action required
